job_title,company,location,salary,skills,data_source,is_ai_role,salary_clean
AI01198,Switzerland,0,143215,"PyTorch, Azure, Scala, Data Visualization",ai_job_dataset,True,143215.0
AI01199,Netherlands,50,57365,"Hadoop, Spark, MLOps, Statistics",ai_job_dataset,True,57365.0
AI01200,Norway,100,134864,"Data Visualization, GCP, PyTorch, Kubernetes, Docker",ai_job_dataset,True,134864.0
AI01201,France,0,117815,"Azure, Scala, Statistics",ai_job_dataset,True,117815.0
AI01202,Canada,100,114706,"Data Visualization, Spark, Kubernetes, NLP",ai_job_dataset,True,114706.0
AI01203,Australia,50,153686,"Hadoop, PyTorch, Java",ai_job_dataset,True,153686.0
AI01204,China,0,42268,"SQL, Kubernetes, Mathematics",ai_job_dataset,True,42268.0
AI01205,Netherlands,100,119558,"Docker, Python, Deep Learning",ai_job_dataset,True,119558.0
AI01206,Finland,100,87169,"Git, Python, MLOps, Scala",ai_job_dataset,True,87169.0
AI01207,Singapore,0,72092,"Python, Spark, Docker",ai_job_dataset,True,72092.0
AI01208,Denmark,50,91405,"Java, Python, MLOps, Spark",ai_job_dataset,True,91405.0
AI01209,South Korea,100,49096,"GCP, Azure, Python",ai_job_dataset,True,49096.0
AI01210,Netherlands,100,122643,"PyTorch, Linux, Java, Data Visualization, GCP",ai_job_dataset,True,122643.0
AI01211,Germany,50,90597,"SQL, AWS, Deep Learning, Git",ai_job_dataset,True,90597.0
AI01212,India,100,105825,"Computer Vision, Java, GCP, Spark",ai_job_dataset,True,105825.0
AI01213,United Kingdom,50,84293,"R, SQL, Linux",ai_job_dataset,True,84293.0
AI01214,Finland,50,72002,"NLP, Spark, Git",ai_job_dataset,True,72002.0
AI01215,Switzerland,50,84939,"TensorFlow, Java, Tableau",ai_job_dataset,True,84939.0
AI01216,Ireland,50,54500,"Scala, Python, MLOps, AWS, Docker",ai_job_dataset,True,54500.0
AI01217,Japan,50,94764,"Linux, Computer Vision, Azure, Hadoop",ai_job_dataset,True,94764.0
AI01218,Netherlands,0,71396,"Docker, Python, Mathematics",ai_job_dataset,True,71396.0
AI01219,Norway,50,122766,"Python, Scala, Kubernetes",ai_job_dataset,True,122766.0
AI01220,India,50,89986,"Scala, R, SQL, Java, Computer Vision",ai_job_dataset,True,89986.0
AI01221,Sweden,100,117816,"PyTorch, Linux, GCP, TensorFlow",ai_job_dataset,True,117816.0
AI01222,Denmark,50,289428,"AWS, Tableau, Scala, PyTorch, Computer Vision",ai_job_dataset,True,289428.0
AI01223,Australia,100,185576,"Scala, Git, Python, Spark, SQL",ai_job_dataset,True,185576.0
AI01224,China,0,164931,"Python, Scala, MLOps",ai_job_dataset,True,164931.0
AI01225,Germany,50,103743,"Azure, TensorFlow, Git, GCP",ai_job_dataset,True,103743.0
AI01226,Denmark,50,302848,"SQL, Data Visualization, PyTorch, Computer Vision",ai_job_dataset,True,302848.0
AI01227,Israel,50,58841,"Spark, PyTorch, Python, GCP",ai_job_dataset,True,58841.0
AI01228,Sweden,100,251827,"Kubernetes, NLP, TensorFlow, Mathematics, Docker",ai_job_dataset,True,251827.0
AI01229,Canada,100,124148,"Git, Deep Learning, Python, Hadoop, Mathematics",ai_job_dataset,True,124148.0
AI01230,Ireland,0,65630,"PyTorch, Docker, Azure",ai_job_dataset,True,65630.0
AI01231,Germany,100,63771,"PyTorch, NLP, Git, Computer Vision, Statistics",ai_job_dataset,True,63771.0
AI01232,South Korea,100,93814,"PyTorch, Python, Mathematics, Deep Learning, Java",ai_job_dataset,True,93814.0
AI01233,Netherlands,50,232297,"Docker, GCP, Tableau, Statistics",ai_job_dataset,True,232297.0
AI01234,Ireland,100,60252,"TensorFlow, Azure, Mathematics, Statistics, Computer Vision",ai_job_dataset,True,60252.0
AI01235,Denmark,0,146156,"Git, Python, Mathematics, Statistics, TensorFlow",ai_job_dataset,True,146156.0
AI01236,Austria,50,47185,"Mathematics, Scala, AWS, Deep Learning, SQL",ai_job_dataset,True,47185.0
AI01237,Switzerland,100,130564,"Tableau, SQL, Kubernetes, Data Visualization",ai_job_dataset,True,130564.0
AI01238,Denmark,0,304419,"Scala, SQL, Statistics, Deep Learning",ai_job_dataset,True,304419.0
AI01239,Ireland,0,34317,"Python, Kubernetes, Data Visualization, TensorFlow, Scala",ai_job_dataset,True,34317.0
AI01240,Japan,50,158302,"Java, Python, GCP, MLOps, Azure",ai_job_dataset,True,158302.0
AI01241,Finland,0,84414,"Tableau, Python, MLOps, Spark, Mathematics",ai_job_dataset,True,84414.0
AI01242,Austria,50,90245,"Spark, Scala, Azure, Deep Learning",ai_job_dataset,True,90245.0
AI01243,United Kingdom,50,83874,"Data Visualization, Java, PyTorch",ai_job_dataset,True,83874.0
AI01244,Norway,100,70443,"Java, MLOps, R, Kubernetes",ai_job_dataset,True,70443.0
AI01245,Denmark,50,158616,"Java, NLP, R, Statistics",ai_job_dataset,True,158616.0
AI01246,Japan,50,35937,"Deep Learning, Hadoop, Python",ai_job_dataset,True,35937.0
AI01247,Norway,50,270901,"Hadoop, AWS, Python, GCP",ai_job_dataset,True,270901.0
AI01248,Japan,50,91654,"TensorFlow, PyTorch, Git, Python",ai_job_dataset,True,91654.0
AI01249,Ireland,0,64590,"AWS, R, Mathematics, Azure, Deep Learning",ai_job_dataset,True,64590.0
AI01250,Ireland,50,59969,"Java, Spark, Tableau, Kubernetes, GCP",ai_job_dataset,True,59969.0
AI01251,Switzerland,50,131769,"Java, MLOps, Data Visualization",ai_job_dataset,True,131769.0
AI01252,Germany,50,51671,"Tableau, SQL, Python, Mathematics, Scala",ai_job_dataset,True,51671.0
AI01253,Australia,0,65792,"AWS, Docker, Git, Python",ai_job_dataset,True,65792.0
AI01254,France,0,109449,"Computer Vision, Spark, MLOps, Python",ai_job_dataset,True,109449.0
AI01255,United States,50,62143,"Git, Python, Docker, Tableau, Linux",ai_job_dataset,True,62143.0
AI01256,Japan,100,69399,"Computer Vision, NLP, TensorFlow",ai_job_dataset,True,69399.0
AI01257,China,50,40622,"Kubernetes, Java, NLP, SQL",ai_job_dataset,True,40622.0
AI01258,Israel,50,39958,"SQL, R, Kubernetes, Linux",ai_job_dataset,True,39958.0
AI01259,United Kingdom,100,93165,"GCP, Python, Java, SQL",ai_job_dataset,True,93165.0
AI01260,Netherlands,50,56412,"Python, Hadoop, TensorFlow",ai_job_dataset,True,56412.0
AI01261,China,50,50086,"TensorFlow, Spark, Git, Python, GCP",ai_job_dataset,True,50086.0
AI01262,Sweden,100,105434,"Git, Azure, Linux",ai_job_dataset,True,105434.0
AI01263,Germany,0,85175,"Scala, NLP, SQL, PyTorch",ai_job_dataset,True,85175.0
AI01264,Denmark,100,233643,"Kubernetes, Tableau, Scala, Python, Linux",ai_job_dataset,True,233643.0
AI01265,Switzerland,0,364635,"AWS, Azure, Hadoop",ai_job_dataset,True,364635.0
AI01266,Norway,50,134019,"Python, SQL, Tableau, MLOps",ai_job_dataset,True,134019.0
AI01267,Australia,50,83412,"Python, TensorFlow, Data Visualization",ai_job_dataset,True,83412.0
AI01268,Israel,100,87234,"R, Computer Vision, Hadoop, SQL",ai_job_dataset,True,87234.0
AI01269,Ireland,0,66172,"Mathematics, NLP, Kubernetes",ai_job_dataset,True,66172.0
AI01270,Israel,0,165018,"AWS, Scala, Deep Learning, Spark, GCP",ai_job_dataset,True,165018.0
AI01271,China,50,119439,"Scala, Deep Learning, Data Visualization, R",ai_job_dataset,True,119439.0
AI01272,Switzerland,50,224686,"Computer Vision, Scala, NLP",ai_job_dataset,True,224686.0
AI01273,France,100,103447,"R, Python, Linux, MLOps, Azure",ai_job_dataset,True,103447.0
AI01274,France,50,115552,"GCP, Data Visualization, Hadoop",ai_job_dataset,True,115552.0
AI01275,Switzerland,100,174143,"PyTorch, Computer Vision, SQL",ai_job_dataset,True,174143.0
AI01276,Finland,0,107501,"Deep Learning, Git, GCP",ai_job_dataset,True,107501.0
AI01277,India,100,88025,"AWS, GCP, Data Visualization, Statistics, Python",ai_job_dataset,True,88025.0
AI01278,Norway,0,176228,"Spark, Scala, NLP",ai_job_dataset,True,176228.0
AI01279,Sweden,50,87042,"PyTorch, AWS, GCP, TensorFlow, Azure",ai_job_dataset,True,87042.0
AI01280,China,50,65923,"Python, TensorFlow, PyTorch",ai_job_dataset,True,65923.0
AI01281,Ireland,100,175743,"SQL, Git, Statistics, PyTorch, AWS",ai_job_dataset,True,175743.0
AI01282,United States,100,142753,"Hadoop, SQL, Linux, Computer Vision",ai_job_dataset,True,142753.0
AI01283,Norway,0,283980,"Docker, Hadoop, Kubernetes, Mathematics, Git",ai_job_dataset,True,283980.0
AI01284,Netherlands,0,156040,"Python, Hadoop, NLP, Mathematics, GCP",ai_job_dataset,True,156040.0
AI01285,Finland,0,72702,"Git, Computer Vision, Hadoop, MLOps, Python",ai_job_dataset,True,72702.0
AI01286,Sweden,50,130884,"TensorFlow, Linux, NLP, Git",ai_job_dataset,True,130884.0
AI01287,Netherlands,0,72953,"GCP, TensorFlow, Computer Vision, Python",ai_job_dataset,True,72953.0
AI01288,India,0,93566,"Git, Linux, GCP, Deep Learning",ai_job_dataset,True,93566.0
AI01289,United States,50,197981,"Spark, Computer Vision, NLP",ai_job_dataset,True,197981.0
AI01290,Austria,100,64816,"Python, Scala, Docker",ai_job_dataset,True,64816.0
AI01291,Germany,50,125867,"Mathematics, R, Git, SQL",ai_job_dataset,True,125867.0
AI01292,Ireland,100,90189,"Python, GCP, AWS, TensorFlow, PyTorch",ai_job_dataset,True,90189.0
AI01293,Israel,100,144194,"Kubernetes, Linux, Mathematics",ai_job_dataset,True,144194.0
AI01294,China,100,139002,"Linux, TensorFlow, NLP",ai_job_dataset,True,139002.0
AI01295,France,0,75890,"Azure, Git, Mathematics, Python",ai_job_dataset,True,75890.0
AI01296,Australia,100,92965,"Spark, Computer Vision, SQL",ai_job_dataset,True,92965.0
AI01297,Sweden,100,49276,"Azure, GCP, Docker",ai_job_dataset,True,49276.0
AI01298,Australia,0,74684,"AWS, Java, Spark, NLP",ai_job_dataset,True,74684.0
AI01299,United States,0,159770,"Data Visualization, Hadoop, Kubernetes, Python, TensorFlow",ai_job_dataset,True,159770.0
AI01300,Netherlands,100,237558,"SQL, Hadoop, Data Visualization, Deep Learning",ai_job_dataset,True,237558.0
AI01301,Canada,50,100235,"R, SQL, Tableau",ai_job_dataset,True,100235.0
AI01302,Australia,50,62450,"Java, PyTorch, Python, Kubernetes",ai_job_dataset,True,62450.0
AI01303,Japan,100,55972,"Azure, Java, Spark, SQL",ai_job_dataset,True,55972.0
AI01304,Australia,50,129026,"NLP, Python, GCP, Data Visualization",ai_job_dataset,True,129026.0
AI01305,Singapore,50,67449,"AWS, Scala, Python, Statistics, TensorFlow",ai_job_dataset,True,67449.0
AI01306,Ireland,0,160528,"Python, GCP, Data Visualization",ai_job_dataset,True,160528.0
AI01307,Netherlands,100,229819,"Scala, Python, GCP, Azure",ai_job_dataset,True,229819.0
AI01308,Finland,50,72034,"Git, NLP, TensorFlow, R",ai_job_dataset,True,72034.0
AI01309,Austria,0,58734,"MLOps, Statistics, Data Visualization, Python",ai_job_dataset,True,58734.0
AI01310,France,50,112265,"NLP, Computer Vision, Statistics, Deep Learning, Tableau",ai_job_dataset,True,112265.0
AI01311,Australia,0,104220,"Python, AWS, MLOps",ai_job_dataset,True,104220.0
AI01312,United Kingdom,50,109273,"Deep Learning, PyTorch, Azure, Tableau",ai_job_dataset,True,109273.0
AI01313,United Kingdom,50,85965,"Scala, NLP, Data Visualization, Java",ai_job_dataset,True,85965.0
AI01314,Canada,50,149802,"PyTorch, R, Java, Data Visualization",ai_job_dataset,True,149802.0
AI01315,India,100,75728,"MLOps, Linux, Deep Learning, TensorFlow, PyTorch",ai_job_dataset,True,75728.0
AI01316,Sweden,50,200646,"SQL, Tableau, PyTorch",ai_job_dataset,True,200646.0
AI01317,Australia,50,168134,"Tableau, R, AWS, PyTorch",ai_job_dataset,True,168134.0
AI01318,Israel,100,119685,"SQL, Kubernetes, Linux, MLOps, Deep Learning",ai_job_dataset,True,119685.0
AI01319,United Kingdom,50,147780,"Spark, Hadoop, Python, NLP, Git",ai_job_dataset,True,147780.0
AI01320,United States,0,190447,"GCP, Linux, Kubernetes, Scala, Azure",ai_job_dataset,True,190447.0
AI01321,Sweden,100,75958,"SQL, PyTorch, Linux",ai_job_dataset,True,75958.0
AI01322,Ireland,50,70130,"GCP, Azure, Git",ai_job_dataset,True,70130.0
AI01323,Austria,100,50605,"Computer Vision, SQL, GCP",ai_job_dataset,True,50605.0
AI01324,United Kingdom,50,120068,"Java, Tableau, Computer Vision, TensorFlow, Kubernetes",ai_job_dataset,True,120068.0
AI01325,Japan,0,51178,"SQL, Docker, Python, Java",ai_job_dataset,True,51178.0
AI01326,Finland,50,60646,"Hadoop, Mathematics, GCP",ai_job_dataset,True,60646.0
AI01327,France,100,183449,"Computer Vision, SQL, Hadoop",ai_job_dataset,True,183449.0
AI01328,Sweden,100,89183,"Scala, Linux, Hadoop, Java, Git",ai_job_dataset,True,89183.0
AI01329,Japan,0,157517,"AWS, PyTorch, TensorFlow, Linux",ai_job_dataset,True,157517.0
AI01330,Australia,50,129483,"TensorFlow, Data Visualization, Azure",ai_job_dataset,True,129483.0
AI01331,Sweden,100,89056,"Data Visualization, SQL, Git, Mathematics",ai_job_dataset,True,89056.0
AI01332,Finland,100,56311,"Git, Data Visualization, Mathematics, Python",ai_job_dataset,True,56311.0
AI01333,Israel,50,201525,"Linux, R, Azure",ai_job_dataset,True,201525.0
AI01334,Austria,100,69734,"Mathematics, Hadoop, Git, Statistics, Java",ai_job_dataset,True,69734.0
AI01335,Singapore,0,147728,"Git, Data Visualization, Kubernetes",ai_job_dataset,True,147728.0
AI01336,Sweden,0,74606,"Kubernetes, Linux, Data Visualization, TensorFlow",ai_job_dataset,True,74606.0
AI01337,Israel,0,86918,"Java, Python, Spark, SQL, MLOps",ai_job_dataset,True,86918.0
AI01338,China,0,33035,"Hadoop, Scala, MLOps",ai_job_dataset,True,33035.0
AI01339,Norway,50,89198,"Tableau, SQL, Python, TensorFlow",ai_job_dataset,True,89198.0
AI01340,Israel,50,58700,"Git, Java, Linux, SQL, Mathematics",ai_job_dataset,True,58700.0
AI01341,Finland,0,52177,"Kubernetes, Azure, Scala",ai_job_dataset,True,52177.0
AI01342,Netherlands,50,85222,"AWS, TensorFlow, Computer Vision",ai_job_dataset,True,85222.0
AI01343,Netherlands,0,144798,"Scala, Java, Mathematics",ai_job_dataset,True,144798.0
AI01344,Japan,0,46095,"Python, TensorFlow, NLP, Scala, Data Visualization",ai_job_dataset,True,46095.0
AI01345,India,0,91777,"AWS, Kubernetes, Statistics, Tableau",ai_job_dataset,True,91777.0
AI01346,Germany,100,175663,"R, Statistics, SQL, Kubernetes, GCP",ai_job_dataset,True,175663.0
AI01347,Singapore,0,85205,"Java, Git, Computer Vision, Mathematics",ai_job_dataset,True,85205.0
AI01348,France,50,142913,"SQL, PyTorch, TensorFlow, Hadoop",ai_job_dataset,True,142913.0
AI01349,Singapore,100,79684,"Java, AWS, Git, Spark",ai_job_dataset,True,79684.0
AI01350,United Kingdom,100,289312,"Java, Linux, Azure",ai_job_dataset,True,289312.0
AI01351,Japan,0,49339,"PyTorch, Statistics, Linux",ai_job_dataset,True,49339.0
AI01352,China,50,71794,"SQL, Computer Vision, MLOps",ai_job_dataset,True,71794.0
AI01353,China,100,87273,"SQL, Azure, Data Visualization, GCP",ai_job_dataset,True,87273.0
AI01354,China,100,38316,"R, Azure, Mathematics, TensorFlow, Python",ai_job_dataset,True,38316.0
AI01355,Austria,100,74721,"MLOps, Hadoop, TensorFlow",ai_job_dataset,True,74721.0
AI01356,Austria,50,131757,"Git, Computer Vision, MLOps, Deep Learning",ai_job_dataset,True,131757.0
AI01357,Denmark,0,179763,"Java, NLP, PyTorch, SQL",ai_job_dataset,True,179763.0
AI01358,Netherlands,0,54017,"Scala, Java, R, Docker, Deep Learning",ai_job_dataset,True,54017.0
AI01359,India,100,41811,"SQL, Tableau, Python, Data Visualization, GCP",ai_job_dataset,True,41811.0
AI01360,France,100,89500,"Docker, R, Python",ai_job_dataset,True,89500.0
AI01361,Japan,0,115817,"Spark, Kubernetes, Scala",ai_job_dataset,True,115817.0
AI01362,Canada,100,227863,"Scala, PyTorch, Hadoop",ai_job_dataset,True,227863.0
AI01363,United States,50,78244,"Git, Data Visualization, NLP",ai_job_dataset,True,78244.0
AI01364,Canada,100,162762,"MLOps, SQL, Deep Learning, NLP",ai_job_dataset,True,162762.0
AI01365,Germany,100,203007,"MLOps, GCP, Kubernetes",ai_job_dataset,True,203007.0
AI01366,India,0,87707,"SQL, MLOps, Kubernetes, Hadoop",ai_job_dataset,True,87707.0
AI01367,Finland,100,66052,"Java, MLOps, Scala, Azure, Deep Learning",ai_job_dataset,True,66052.0
AI01368,Japan,100,186783,"Deep Learning, Linux, Python, Docker, Git",ai_job_dataset,True,186783.0
AI01369,India,50,86969,"R, AWS, SQL",ai_job_dataset,True,86969.0
AI01370,India,100,92941,"R, Docker, Linux, Python, Data Visualization",ai_job_dataset,True,92941.0
AI01371,Denmark,50,195405,"SQL, Deep Learning, Python",ai_job_dataset,True,195405.0
AI01372,Norway,50,135743,"Hadoop, NLP, Spark, Data Visualization",ai_job_dataset,True,135743.0
AI01373,China,100,62950,"Spark, Hadoop, Kubernetes",ai_job_dataset,True,62950.0
AI01374,Australia,100,289435,"PyTorch, NLP, Tableau, Computer Vision",ai_job_dataset,True,289435.0
AI01375,United States,0,103040,"Linux, AWS, Azure",ai_job_dataset,True,103040.0
AI01376,China,50,102678,"Data Visualization, Python, TensorFlow",ai_job_dataset,True,102678.0
AI01377,South Korea,0,131748,"Mathematics, Linux, Python",ai_job_dataset,True,131748.0
AI01378,Japan,0,123064,"Python, Linux, Statistics, Kubernetes",ai_job_dataset,True,123064.0
AI01379,Norway,100,111672,"Python, Linux, TensorFlow, Mathematics, Hadoop",ai_job_dataset,True,111672.0
AI01380,Norway,100,136910,"Azure, R, Git, MLOps",ai_job_dataset,True,136910.0
AI01381,India,50,146263,"PyTorch, Scala, Git",ai_job_dataset,True,146263.0
AI01382,Ireland,50,128119,"Scala, Data Visualization, Kubernetes, Python",ai_job_dataset,True,128119.0
AI01383,China,100,55093,"SQL, Python, Statistics, GCP",ai_job_dataset,True,55093.0
AI01384,China,50,47244,"GCP, Deep Learning, AWS, Spark, Tableau",ai_job_dataset,True,47244.0
AI01385,Germany,100,73307,"SQL, PyTorch, AWS, Java",ai_job_dataset,True,73307.0
AI01386,Australia,0,172415,"Computer Vision, Python, GCP",ai_job_dataset,True,172415.0
AI01387,China,0,55042,"AWS, SQL, Data Visualization, PyTorch, Docker",ai_job_dataset,True,55042.0
AI01388,Germany,0,103322,"Git, Linux, Azure, Python",ai_job_dataset,True,103322.0
AI01389,Denmark,50,275544,"Linux, Kubernetes, MLOps, TensorFlow",ai_job_dataset,True,275544.0
AI01390,South Korea,0,61256,"Python, NLP, MLOps, SQL, Statistics",ai_job_dataset,True,61256.0
AI01391,China,100,171629,"Tableau, MLOps, Deep Learning",ai_job_dataset,True,171629.0
AI01392,Israel,50,85337,"Linux, Python, Git, Data Visualization",ai_job_dataset,True,85337.0
AI01393,United Kingdom,0,117819,"AWS, Tableau, Computer Vision, GCP",ai_job_dataset,True,117819.0
AI01394,India,50,75782,"Spark, Python, Mathematics, Git",ai_job_dataset,True,75782.0
AI01395,Canada,50,193717,"R, Git, Mathematics, Java, Python",ai_job_dataset,True,193717.0
AI01396,Switzerland,50,133978,"Spark, TensorFlow, PyTorch, Mathematics, Git",ai_job_dataset,True,133978.0
AI01397,Australia,100,72226,"Data Visualization, Linux, Azure",ai_job_dataset,True,72226.0
AI01398,Israel,50,60900,"GCP, Python, Spark, NLP, Kubernetes",ai_job_dataset,True,60900.0
AI01399,Japan,50,52538,"Linux, MLOps, Spark, SQL, Azure",ai_job_dataset,True,52538.0
AI01400,Finland,100,156172,"Kubernetes, Java, Azure, GCP",ai_job_dataset,True,156172.0
AI01401,France,0,65473,"Linux, Kubernetes, Data Visualization, GCP, Scala",ai_job_dataset,True,65473.0
AI01402,Sweden,0,69013,"Hadoop, GCP, AWS",ai_job_dataset,True,69013.0
AI01403,Austria,100,85908,"Git, Deep Learning, MLOps, Statistics, PyTorch",ai_job_dataset,True,85908.0
AI01404,China,100,40719,"Python, Computer Vision, Git, Kubernetes",ai_job_dataset,True,40719.0
AI01405,Singapore,100,72876,"Deep Learning, SQL, PyTorch",ai_job_dataset,True,72876.0
AI01406,Israel,0,86032,"Scala, Tableau, NLP",ai_job_dataset,True,86032.0
AI01407,United States,0,275914,"PyTorch, Git, Computer Vision, Linux",ai_job_dataset,True,275914.0
AI01408,Denmark,100,211142,"Scala, Python, Git, Hadoop, Tableau",ai_job_dataset,True,211142.0
AI01409,Israel,50,154290,"Mathematics, Computer Vision, NLP, GCP, Git",ai_job_dataset,True,154290.0
AI01410,Ireland,0,47057,"AWS, Java, Azure, Git",ai_job_dataset,True,47057.0
AI01411,Austria,100,122390,"Spark, Java, Data Visualization",ai_job_dataset,True,122390.0
AI01412,Denmark,0,114270,"Python, Scala, Computer Vision, Azure, MLOps",ai_job_dataset,True,114270.0
AI01413,Austria,0,41320,"TensorFlow, Tableau, PyTorch, Hadoop, Python",ai_job_dataset,True,41320.0
AI01414,China,50,89494,"MLOps, Linux, Mathematics, NLP",ai_job_dataset,True,89494.0
AI01415,France,50,75304,"Linux, Azure, Computer Vision, R",ai_job_dataset,True,75304.0
AI01416,Denmark,0,361541,"Python, Azure, R",ai_job_dataset,True,361541.0
AI01417,China,50,76401,"Git, Kubernetes, Statistics, Azure, Linux",ai_job_dataset,True,76401.0
AI01418,Austria,50,65996,"Python, TensorFlow, Spark",ai_job_dataset,True,65996.0
AI01419,Japan,0,178482,"Spark, GCP, Java",ai_job_dataset,True,178482.0
AI01420,India,0,68838,"Data Visualization, Linux, Computer Vision, SQL",ai_job_dataset,True,68838.0
AI01421,Japan,100,44236,"Spark, AWS, Mathematics, MLOps",ai_job_dataset,True,44236.0
AI01422,Denmark,50,316575,"Git, Mathematics, Deep Learning, Java, SQL",ai_job_dataset,True,316575.0
AI01423,Australia,50,57537,"Java, PyTorch, R",ai_job_dataset,True,57537.0
AI01424,Sweden,100,111300,"Python, Spark, PyTorch, Scala, Deep Learning",ai_job_dataset,True,111300.0
AI01425,Ireland,0,39402,"SQL, PyTorch, Kubernetes, R, TensorFlow",ai_job_dataset,True,39402.0
AI01426,Israel,50,68035,"SQL, Git, Mathematics",ai_job_dataset,True,68035.0
AI01427,Ireland,100,156224,"Deep Learning, Spark, Data Visualization",ai_job_dataset,True,156224.0
AI01428,China,0,51565,"Linux, Git, Deep Learning",ai_job_dataset,True,51565.0
AI01429,Denmark,0,130445,"Kubernetes, Linux, Tableau, Python, TensorFlow",ai_job_dataset,True,130445.0
AI01430,Switzerland,0,211287,"GCP, Python, NLP, Deep Learning",ai_job_dataset,True,211287.0
AI01431,Finland,100,54416,"Linux, Docker, Data Visualization, Kubernetes, Java",ai_job_dataset,True,54416.0
AI01432,Finland,0,124105,"R, Tableau, Kubernetes, Computer Vision",ai_job_dataset,True,124105.0
AI01433,Netherlands,100,125538,"Statistics, Python, Computer Vision, TensorFlow",ai_job_dataset,True,125538.0
AI01434,Austria,50,62174,"Python, NLP, Azure",ai_job_dataset,True,62174.0
AI01435,United Kingdom,50,85696,"Azure, SQL, Statistics, Tableau, Computer Vision",ai_job_dataset,True,85696.0
AI01436,Canada,100,201243,"Deep Learning, Java, NLP",ai_job_dataset,True,201243.0
AI01437,Ireland,50,83339,"SQL, Azure, Java, TensorFlow, Docker",ai_job_dataset,True,83339.0
AI01438,China,0,159232,"Mathematics, SQL, Python, Java",ai_job_dataset,True,159232.0
AI01439,Ireland,50,144647,"Docker, Scala, Git, R, MLOps",ai_job_dataset,True,144647.0
AI01440,Norway,100,82260,"Docker, Java, R, SQL, Tableau",ai_job_dataset,True,82260.0
AI01441,India,100,86657,"Linux, SQL, Computer Vision, Python, AWS",ai_job_dataset,True,86657.0
AI01442,Ireland,0,102083,"AWS, Tableau, Kubernetes, Spark, Data Visualization",ai_job_dataset,True,102083.0
AI01443,Australia,100,223945,"GCP, Git, NLP, Computer Vision, Python",ai_job_dataset,True,223945.0
AI01444,Sweden,0,115871,"NLP, Hadoop, Deep Learning, Python, Java",ai_job_dataset,True,115871.0
AI01445,Singapore,50,80733,"Python, TensorFlow, Deep Learning, Git",ai_job_dataset,True,80733.0
AI01446,Ireland,50,50634,"SQL, Kubernetes, Tableau, Linux",ai_job_dataset,True,50634.0
AI01447,Germany,50,121271,"Tableau, Hadoop, Statistics, Mathematics",ai_job_dataset,True,121271.0
AI01448,United States,0,109585,"SQL, Linux, Git, Python",ai_job_dataset,True,109585.0
AI01449,France,50,72800,"SQL, Scala, GCP, Computer Vision, Data Visualization",ai_job_dataset,True,72800.0
AI01450,United States,100,206448,"AWS, Kubernetes, NLP, Scala, Azure",ai_job_dataset,True,206448.0
AI01451,Austria,100,118220,"MLOps, AWS, Azure, Deep Learning",ai_job_dataset,True,118220.0
AI01452,Canada,50,75856,"R, Computer Vision, Data Visualization",ai_job_dataset,True,75856.0
AI01453,Canada,0,94561,"Azure, SQL, Data Visualization",ai_job_dataset,True,94561.0
AI01454,United States,0,197656,"Spark, R, Java, Hadoop",ai_job_dataset,True,197656.0
AI01455,Finland,50,139936,"MLOps, Git, R",ai_job_dataset,True,139936.0
AI01456,United Kingdom,0,120932,"Computer Vision, R, NLP, Scala",ai_job_dataset,True,120932.0
AI01457,Canada,100,79810,"Tableau, Kubernetes, Spark, PyTorch",ai_job_dataset,True,79810.0
AI01458,Ireland,50,175527,"Kubernetes, Hadoop, Computer Vision",ai_job_dataset,True,175527.0
AI01459,Australia,50,70893,"SQL, Data Visualization, GCP, Computer Vision, Git",ai_job_dataset,True,70893.0
AI01460,Austria,50,55445,"SQL, Linux, Scala",ai_job_dataset,True,55445.0
AI01461,Finland,100,86027,"Git, Python, GCP",ai_job_dataset,True,86027.0
AI01462,Switzerland,0,224367,"Mathematics, Tableau, Scala",ai_job_dataset,True,224367.0
AI01463,Switzerland,50,305068,"Python, R, Linux, GCP, AWS",ai_job_dataset,True,305068.0
AI01464,Austria,0,70693,"Scala, Data Visualization, Hadoop",ai_job_dataset,True,70693.0
AI01465,Australia,0,73530,"Tableau, PyTorch, SQL, Spark, Hadoop",ai_job_dataset,True,73530.0
AI01466,Japan,100,43539,"Azure, AWS, Tableau",ai_job_dataset,True,43539.0
AI01467,Netherlands,0,140451,"Kubernetes, Computer Vision, Python, TensorFlow, Deep Learning",ai_job_dataset,True,140451.0
AI01468,Canada,100,113342,"Git, PyTorch, Computer Vision",ai_job_dataset,True,113342.0
AI01469,Denmark,50,201318,"Deep Learning, Python, R, Tableau, MLOps",ai_job_dataset,True,201318.0
AI01470,Israel,0,146911,"R, Git, MLOps, Python, GCP",ai_job_dataset,True,146911.0
AI01471,Norway,50,163176,"SQL, Java, Docker, GCP, Linux",ai_job_dataset,True,163176.0
AI01472,Ireland,50,43632,"Java, NLP, Tableau",ai_job_dataset,True,43632.0
AI01473,Australia,50,95872,"Python, Spark, Data Visualization, GCP, TensorFlow",ai_job_dataset,True,95872.0
AI01474,India,50,161876,"R, Deep Learning, Scala",ai_job_dataset,True,161876.0
AI01475,United States,100,75610,"Deep Learning, Linux, SQL, Azure",ai_job_dataset,True,75610.0
AI01476,Singapore,100,72876,"SQL, Linux, Data Visualization, Azure, TensorFlow",ai_job_dataset,True,72876.0
AI01477,China,0,83330,"Spark, TensorFlow, R, Scala, AWS",ai_job_dataset,True,83330.0
